1,3,4,1,2,8,1,7,7,1,3,4,8,2,6,1,5,3,8,2,4,6,3,4,1,1,1,1,1,2,7,2,4,2,1,3,1,4,1,1,2,1,5,10,5,1,7,3,7,1,1,1,3,1,4,2,5,1,2,1,1,6,8,6,1,1,1,1,2,3,3,1,7,2,1
4,6,3,3,4,10,7,6,1,8,6,2,10,2,2,2,4,6,3,4,4,3,4,2,1,9,3,1,7,5,7,5,3,2,3,4,3,1,3,5,1,9,2,2,1,9,8,1,1,3,2,4,2,2,3,2,1,1,5,6,2,4,1,9,5,2,2,2,1,3,5,7,2,1,2
1,4,6,3,3,4,1,4,5,1,7,3,2,1,3,1,2,7,2,1,3,9,5,3,7,2,5,1,2,2,5,3,9,3,1,3,4,1,3,4,3,1,1,9,2,6,9,1,1,1,1,6,7,2,1,4,7,1,2,3,2,5,1,1,5,1,1,5,2,2,6,5,3,6,1
1,2,6,6,5,1,4,1,1,2,2,7,1,1,6,2,6,8,8,5,3,1,3,8,4,1,3,3,8,1,8,1,3,4,8,3,3,1,1,2,1,2,8,9,3,1,1,1,4,1,5,5,2,1,1,1,3,7,1,4,1,1,1,1,1,1,1,4,2,3,1,3,6,3,5
1,1,6,1,5,1,2,5,2,2,2,1,2,3,3,2,1,1,6,6,1,3,1,2,2,1,1,8,1,1,3,2,2,3,1,2,3,1,4,1,1,2,5,6,1,1,2,5,1,1,5,2,1,8,4,1,3,4,1,1,2,1,5,5,4,2,4,1,10,1,2,8,2,1,6
8,2,1,1,10,6,2,4,1,3,4,1,1,6,1,3,1,4,2,1,2,6,1,2,1,1,2,1,1,7,1,2,2,8,5,9,5,6,2,1,1,2,1,8,3,1,1,3,1,6,1,1,7,1,1,5,1,4,3,1,1,1,1,1,1,1,4,10,1,1,4,1,3,1,7
3,5,1,2,1,3,3,4,2,1,1,2,4,2,1,7,1,9,7,8,1,3,3,3,3,2,9,1,2,4,7,1,1,1,1,5,2,1,2,3,4,9,2,5,3,7,2,4,4,3,1,1,5,1,1,1,6,4,2,5,1,1,3,1,5,2,2,2,6,8,2,3,2,2,3
2,1,2,2,3,3,1,2,5,9,3,2,7,2,6,6,9,7,4,1,4,4,1,1,2,1,3,3,6,1,2,3,1,1,1,5,3,1,2,3,8,1,1,3,5,3,8,1,4,4,7,1,2,2,3,1,1,4,4,1,6,1,4,3,4,9,4,1,1,1,2,1,3,5,1
4,3,7,2,1,5,2,2,3,2,8,2,2,4,8,1,7,8,7,2,5,2,1,1,1,4,3,6,5,1,5,8,2,2,2,2,6,7,1,2,5,5,2,3,1,2,4,2,6,1,5,2,2,8,1,2,3,1,3,1,2,3,10,3,2,2,2,4,1,2,3,3,1,1,6
4,2,8,1,1,7,2,1,2,3,2,3,4,3,5,2,5,3,3,9,1,4,9,8,4,2,4,3,4,4,1,1,2,1,1,2,4,2,1,5,1,7,5,2,2,1,5,2,3,1,1,7,3,3,5,1,2,4,8,1,1,1,1,1,7,7,1,2,1,1,3,5,2,2,1
4,1,5,4,5,7,1,1,1,1,7,5,8,7,6,2,2,5,5,1,1,10,3,5,1,6,1,6,7,8,6,7,2,1,7,4,2,1,1,9,5,5,4,4,1,2,1,1,3,1,4,4,3,3,5,6,2,2,7,2,3,2,2,1,2,1,1,6,2,2,3,6,3,1,1
4,1,4,3,2,3,4,2,3,8,2,1,2,5,1,3,1,4,1,2,7,2,2,9,6,2,5,2,7,1,2,1,1,2,8,1,2,1,2,1,1,3,5,4,2,1,3,2,3,2,2,6,4,5,3,1,2,3,1,1,2,5,3,2,3,6,4,8,7,3,6,9,4,2,3
6,5,5,4,4,4,10,3,1,4,1,1,2,2,1,1,4,5,4,2,1,4,3,1,4,1,1,2,4,3,6,1,4,1,3,2,7,1,5,2,2,1,2,6,4,1,1,1,9,2,1,1,1,1,1,1,4,4,2,4,4,3,4,1,2,4,1,1,3,2,1,3,2,2,2
1,1,2,1,6,4,7,4,1,8,1,3,1,1,2,2,2,4,1,9,6,10,1,9,1,1,8,5,1,2,6,3,3,3,2,1,5,1,10,2,3,1,3,2,3,1,1,8,9,7,3,5,7,1,4,1,3,1,6,1,1,7,3,3,3,5,2,2,2,2,1,1,4,3,2
4,4,5,3,9,7,7,1,2,1,1,3,5,7,1,3,1,7,3,1,1,4,2,2,7,1,1,4,5,1,8,2,1,3,3,2,2,6,6,1,3,2,10,1,4,1,1,1,1,2,4,1,3,1,7,3,4,1,2,3,2,3,3,1,3,3,3,6,3,1,5,4,5,4,8
4,2,2,5,7,3,2,4,1,5,1,5,1,2,1,1,4,1,2,1,8,4,3,4,5,5,3,8,7,1,1,1,2,1,4,2,1,5,1,7,6,4,4,3,5,2,1,6,4,3,4,2,4,3,5,3,1,6,1,1,3,1,3,1,8,3,3,5,2,3,3,3,5,1,3
4,10,2,4,6,1,6,1,4,6,1,2,3,1,5,3,7,8,5,6,1,1,1,1,1,1,3,2,7,2,1,4,3,1,1,5,8,2,3,1,5,6,3,1,2,2,2,2,1,1,1,2,8,1,2,1,8,1,1,1,3,2,5,1,6,1,6,5,1,1,3,2,1,2,2
1,1,3,2,1,1,3,1,2,8,3,2,2,2,8,3,1,2,3,2,2,4,2,3,6,7,2,3,5,4,4,1,7,1,5,1,1,3,2,2,4,3,2,1,1,2,3,4,1,5,4,6,1,1,6,3,1,4,3,6,3,1,4,2,1,4,3,6,3,1,5,2,3,1,2
7,1,7,6,6,1,2,1,1,4,2,4,7,5,1,4,1,3,2,4,3,4,1,1,3,5,7,6,8,3,4,7,4,3,2,3,8,8,5,7,6,2,5,1,6,7,3,6,5,7,2,8,2,1,5,2,3,6,2,2,1,1,1,1,1,5,2,1,1,4,1,2,4,4,7
1,7,3,5,2,6,3,5,1,9,1,4,2,1,2,1,7,1,3,2,4,1,2,7,4,1,1,8,1,3,3,7,1,2,7,8,2,1,2,1,4,7,2,1,4,2,1,5,1,6,2,4,3,1,6,2,6,4,7,6,1,1,4,1,8,3,2,2,9,5,3,2,3,4,1
4,7,7,1,1,5,3,6,5,3,8,3,6,9,3,1,10,2,3,2,1,3,5,3,1,1,4,2,1,2,1,1,4,1,7,8,1,3,9,4,5,3,1,1,4,3,4,5,1,3,1,10,1,1,1,5,4,4,1,4,3,4,3,4,3,2,9,2,1,2,6,2,2,1,1
1,3,4,5,3,5,2,1,7,2,1,4,2,1,3,4,1,2,6,1,5,1,1,2,2,2,3,1,1,6,2,5,1,3,2,1,2,4,5,2,5,4,1,2,3,3,4,3,4,7,1,1,2,3,2,1,2,3,7,1,1,2,2,4,2,2,4,5,7,6,2,3,5,5,2
1,1,2,2,1,4,5,6,3,1,4,2,4,6,3,7,2,1,4,1,2,4,2,6,5,1,1,7,4,2,5,5,4,1,4,1,1,2,7,4,9,7,3,2,1,2,1,1,1,4,2,1,3,3,10,1,2,4,2,3,3,4,3,1,3,1,5,5,2,3,3,6,2,9,6
3,3,10,1,9,7,5,3,1,1,3,1,8,4,4,3,1,2,1,1,1,4,2,2,3,4,1,6,1,6,3,5,1,9,5,3,7,3,4,1,4,6,6,7,3,1,1,1,3,4,3,6,10,7,5,4,3,1,5,2,3,2,8,3,2,1,4,7,1,1,2,6,2,2,1
1,5,4,5,1,2,5,8,2,5,3,3,1,2,1,2,1,3,7,1,1,8,1,2,6,2,1,4,2,2,1,1,7,5,2,3,4,6,5,5,2,4,6,2,4,9,6,1,2,1,6,2,1,3,2,2,1,1,5,6,1,4,1,3,7,3,2,2,6,1,1,2,5,8,6
1,7,1,1,1,1,6,2,3,2,6,4,1,6,1,1,3,3,4,3,5,1,5,5,3,2,1,1,5,5,7,1,2,6,3,1,4,4,1,3,2,5,4,2,1,1,1,1,2,3,1,1,1,3,3,2,5,3,1,5,4,7,3,5,2,1,7,3,2,1,3,3,1,3,1
1,2,4,5,4,4,1,5,3,7,2,1,6,1,3,3,1,3,2,3,3,2,3,9,2,1,7,1,4,1,1,3,1,5,2,1,10,2,6,1,2,1,4,2,4,5,8,5,7,1,3,1,1,4,1,8,3,1,3,1,10,5,3,1,3,4,1,2,1,7,2,4,2,2,2
5,1,1,1,2,5,5,1,2,2,3,5,1,2,5,7,2,3,7,1,1,6,1,1,6,2,1,2,2,3,3,4,1,3,6,2,2,2,2,3,3,4,1,5,1,5,1,1,5,8,2,1,1,3,1,1,4,1,4,1,5,3,2,2,7,1,5,2,2,1,1,2,8,3,1
3,3,5,6,3,4,2,4,6,3,4,1,6,1,2,3,2,3,2,1,1,4,6,1,3,1,2,1,6,1,5,5,5,2,2,1,8,4,1,4,1,2,3,5,3,3,6,2,4,2,1,1,3,6,4,3,1,4,9,1,6,1,5,5,1,5,2,1,1,1,3,6,3,2,6
2,3,6,3,3,5,1,1,8,2,1,4,3,9,7,1,8,4,1,7,4,1,3,5,1,5,2,5,2,4,6,6,4,3,3,2,1,1,3,1,4,1,3,1,2,2,1,2,4,3,1,3,3,3,2,4,1,6,1,3,1,6,1,1,6,7,7,6,2,4,2,3,7,5,1
2,5,1,2,4,10,3,5,1,2,1,2,3,3,7,3,4,2,6,10,5,4,2,6,6,2,1,7,2,2,5,6,6,1,2,3,1,6,6,9,1,2,5,4,4,1,1,7,3,5,3,5,7,6,2,4,1,2,1,4,4,1,2,9,3,6,1,4,1,2,4,7,1,2,3
1,3,3,1,8,4,1,7,4,1,3,5,4,2,2,1,7,2,8,5,4,3,2,4,3,1,4,4,2,2,1,2,7,3,10,2,1,4,2,2,8,5,8,6,1,3,1,6,3,3,2,1,5,3,10,2,4,1,4,3,2,1,4,7,5,1,4,4,1,3,1,1,8,2,9
6,2,1,2,1,4,1,1,2,2,6,1,1,2,9,1,1,1,2,7,1,1,1,6,3,2,6,4,3,3,2,1,4,7,7,4,2,1,1,2,7,6,4,1,1,2,3,1,1,3,3,3,4,1,9,1,4,3,2,1,6,2,3,1,3,2,3,2,2,7,3,4,7,4,5
1,2,3,1,1,8,7,9,4,2,2,5,6,8,1,9,1,5,3,2,5,4,7,2,2,4,1,4,1,6,4,2,1,2,4,3,9,5,4,1,1,3,1,3,2,3,3,1,1,1,2,5,7,7,3,2,2,4,3,4,2,4,3,1,1,1,5,8,1,2,2,3,5,1,4
4,1,2,2,3,6,4,1,4,2,5,1,2,5,1,10,1,1,2,2,1,1,3,4,8,5,1,2,1,5,6,3,2,2,2,2,7,4,4,2,4,1,1,2,3,2,1,2,3,2,5,9,9,1,6,1,7,5,1,1,8,3,6,2,2,3,1,1,4,3,1,3,4,1,3
7,1,4,1,1,1,1,3,1,1,1,8,3,2,1,1,2,6,6,1,1,1,1,1,1,1,7,2,3,2,8,4,3,1,7,1,4,6,3,1,1,3,2,1,1,10,9,1,4,3,2,6,7,10,1,1,4,1,6,2,2,6,1,4,1,7,7,1,5,3,2,2,2,2,2
1,3,2,5,1,1,1,4,2,1,6,6,8,2,1,1,1,1,2,2,4,1,7,3,3,1,3,7,3,1,3,3,4,1,5,1,8,1,9,1,1,1,1,3,1,8,1,2,2,4,2,3,3,2,1,5,7,1,3,3,3,8,3,4,1,3,1,1,7,1,1,1,10,1,7
7,2,3,10,1,2,1,4,4,1,4,2,3,2,8,2,6,1,6,10,1,4,2,7,1,2,9,1,1,5,1,6,4,1,1,1,5,1,2,2,3,2,1,4,4,1,2,2,1,2,6,1,3,1,1,1,2,2,1,5,1,1,2,1,6,1,1,1,3,9,1,4,6,1,4
3,3,4,3,5,6,5,1,1,3,3,5,3,1,2,3,3,1,1,6,1,6,5,2,5,1,2,1,8,2,1,1,7,2,5,10,1,3,5,1,2,6,2,6,3,1,1,1,7,7,7,1,5,1,2,1,1,3,4,5,5,3,2,4,5,7,3,9,1,1,4,1,5,3,2
4,1,2,2,4,1,5,5,3,4,1,5,1,1,1,4,3,4,1,1,4,4,1,5,1,7,2,1,1,2,7,6,3,4,2,7,1,1,2,2,5,2,2,3,1,7,2,1,6,3,1,7,5,7,1,7,6,1,6,2,6,4,5,3,1,3,2,7,3,7,4,5,1,2,4
1,3,4,3,8,3,1,5,8,1,3,2,1,6,6,3,1,3,5,1,2,5,1,2,3,1,1,1,1,2,4,1,1,2,3,1,6,1,2,2,1,2,3,1,3,2,2,1,9,1,2,5,3,4,1,2,1,2,1,3,1,1,3,1,8,3,2,2,1,4,4,7,3,1,4
3,3,2,1,1,1,1,5,1,2,1,4,4,3,1,4,7,4,3,1,5,4,1,5,6,6,2,6,1,4,5,7,1,5,1,1,1,2,3,1,5,1,3,4,7,6,7,1,1,8,5,5,1,5,2,8,1,1,1,1,1,5,7,2,1,1,3,1,1,4,3,1,4,3,4
3,1,2,3,2,8,6,4,6,2,1,1,1,1,1,7,4,6,8,2,3,4,1,7,6,1,7,7,3,1,2,2,5,10,7,1,4,2,4,1,2,6,3,1,9,3,7,2,7,1,5,1,1,1,6,1,3,5,1,1,8,10,2,8,7,5,1,6,4,1,2,1,3,10,2
1,1,7,3,2,1,2,8,4,1,1,4,5,6,9,1,7,3,1,5,7,5,5,1,3,5,1,1,1,4,1,4,1,3,1,9,3,1,2,6,4,3,1,8,1,9,1,1,3,1,3,5,1,1,1,2,1,3,3,1,3,1,1,1,2,7,1,1,1,3,9,7,5,6,5
3,1,1,5,4,1,1,3,1,1,3,3,2,3,5,1,5,2,3,4,1,3,2,3,2,3,5,5,6,6,10,1,10,3,1,4,1,1,7,6,2,6,3,4,1,1,5,1,1,1,1,4,2,2,7,2,3,5,7,2,6,6,1,1,3,1,7,2,1,1,1,2,3,4,5
2,1,6,7,1,7,1,5,6,5,2,2,5,2,3,5,2,2,4,1,2,1,5,7,5,6,1,3,2,1,5,2,2,2,3,1,7,1,1,1,1,2,8,2,8,3,1,1,5,6,3,2,5,1,2,7,2,9,2,3,1,2,3,2,4,3,2,4,1,2,4,2,1,4,1
2,1,2,2,3,1,7,4,1,6,3,1,1,1,1,1,3,1,2,5,4,2,8,6,4,1,3,1,1,1,4,2,2,2,1,8,1,3,1,6,2,2,5,2,3,1,2,1,1,4,1,3,2,2,3,1,7,2,3,3,7,1,1,9,1,1,1,7,4,2,1,1,4,2,3
1,1,9,1,1,4,4,1,8,3,1,2,1,6,6,5,9,3,2,3,4,1,3,7,6,3,4,4,1,1,2,4,2,1,1,3,2,1,2,6,5,3,3,4,2,3,2,3,3,2,1,1,6,1,7,3,2,1,1,2,9,1,3,2,4,1,1,1,2,8,4,3,2,2,5
2,5,1,1,4,7,1,2,1,1,1,2,3,1,2,3,1,2,1,3,7,1,5,3,9,1,1,3,5,6,5,9,2,1,1,2,1,2,9,1,1,6,7,7,3,1,2,1,6,6,8,1,9,6,3,2,4,1,1,4,1,4,5,1,2,2,3,5,2,2,7,3,5,2,2
5,8,1,7,8,3,3,4,1,7,1,3,3,4,1,4,2,1,1,1,2,2,7,1,5,2,4,2,2,6,1,2,3,2,1,4,1,3,1,7,2,3,2,6,1,1,2,7,4,1,8,1,2,1,1,2,3,1,3,1,3,6,2,3,1,1,1,2,1,5,3,6,3,2,5
10,7,4,1,1,2,1,1,5,1,1,3,1,1,7,1,4,8,6,1,2,3,2,1,4,4,7,3,2,1,3,1,4,2,1,3,8,5,10,5,3,1,2,1,5,2,3,2,5,6,2,3,5,1,7,6,1,10,3,10,3,3,2,2,2,5,1,2,1,6,1,1,5,5,1
2,1,2,2,2,2,2,8,9,4,5,2,4,1,7,7,1,2,3,1,1,3,8,1,8,1,1,4,1,1,1,2,3,4,4,3,2,5,1,6,2,2,2,2,9,6,8,1,2,2,9,5,8,2,5,2,2,5,1,6,2,6,3,5,3,1,5,1,3,1,1,1,4,4,1
7,1,3,9,8,1,1,1,6,1,7,2,1,1,5,2,2,9,7,1,2,2,3,8,2,4,7,5,2,3,2,4,3,4,4,5,1,1,5,4,3,6,5,3,3,1,5,2,1,4,4,5,2,1,3,1,2,3,2,3,1,8,1,4,1,3,1,2,6,8,4,4,2,2,2
3,1,3,3,3,4,1,1,1,2,8,4,1,1,5,3,2,1,2,6,1,2,1,4,2,1,7,2,3,3,6,2,9,3,3,2,1,6,8,1,5,5,2,1,1,1,3,1,3,3,3,1,4,1,1,3,1,2,1,2,3,1,2,3,3,10,1,7,6,1,1,2,1,2,5
5,1,4,3,2,3,4,7,1,3,1,7,1,1,3,1,7,1,1,1,1,8,2,5,3,9,3,1,1,2,2,2,2,4,3,5,1,4,1,3,10,4,8,3,2,1,5,2,2,1,5,1,5,2,2,9,3,1,3,1,2,2,5,4,5,3,1,3,6,5,2,6,2,1,6
7,2,2,2,1,2,7,2,4,1,2,1,1,9,5,1,3,1,4,3,1,7,5,8,4,6,1,8,5,2,1,3,1,1,6,3,3,1,5,3,4,9,2,1,3,5,4,8,5,3,5,1,3,6,3,6,1,1,1,2,4,2,5,2,4,6,4,4,2,3,8,1,1,4,1
2,2,3,2,1,1,4,6,4,4,1,2,1,3,1,7,2,6,7,1,1,3,1,3,1,2,8,5,1,3,7,4,5,6,5,1,1,2,1,7,2,2,2,7,1,7,6,2,3,1,1,1,9,6,9,2,2,1,9,2,1,6,6,1,1,7,1,1,1,1,1,3,1,6,3
4,1,1,4,1,1,1,1,1,7,1,1,4,10,3,7,4,1,10,2,6,1,2,9,2,3,3,2,3,1,2,1,5,9,3,3,4,1,4,1,5,2,6,3,1,1,2,3,1,3,2,2,6,3,5,3,4,1,6,2,3,2,1,7,3,2,2,2,2,4,5,8,6,4,2
1,1,2,3,2,8,1,5,3,2,7,1,1,3,4,1,3,1,2,1,1,6,1,3,2,1,2,3,1,7,3,7,8,1,5,2,6,3,2,5,3,7,4,2,4,2,4,3,1,1,3,3,1,1,7,2,8,2,2,1,1,1,2,5,2,2,3,7,1,5,1,2,3,1,2
1,2,8,8,2,10,9,4,1,8,1,4,3,5,1,1,9,1,5,2,1,3,3,2,1,4,1,2,1,5,4,1,1,1,1,1,4,1,4,3,2,3,5,2,4,1,6,6,2,2,3,4,1,2,1,1,2,7,1,2,4,1,1,1,6,5,1,2,6,5,2,3,7,7,3
1,2,3,2,4,2,1,2,1,1,3,5,6,1,5,3,2,5,3,10,4,6,1,1,6,3,2,7,3,1,6,2,1,1,2,3,6,1,4,3,3,3,2,1,1,2,2,1,5,1,1,4,6,6,2,8,1,10,3,1,2,1,3,2,1,9,1,4,7,6,3,3,4,2,1
4,4,3,8,2,1,4,6,6,6,4,9,5,3,2,6,3,1,1,6,9,7,1,1,2,2,1,2,2,7,2,4,4,5,1,1,4,2,7,5,4,1,5,1,1,1,2,5,1,6,6,1,2,8,5,1,1,10,3,2,1,6,2,3,6,1,3,5,3,4,2,6,6,3,1
1,2,2,1,9,5,2,2,1,5,2,1,2,3,1,4,1,5,3,2,2,6,2,8,5,2,1,8,3,6,4,6,1,1,3,1,2,8,5,7,1,1,8,5,3,1,2,1,3,2,4,3,1,6,6,3,3,2,4,10,2,2,2,2,3,2,1,5,5,8,4,6,1,10,4
1,1,2,2,2,10,4,10,2,3,3,2,6,4,1,4,2,1,1,5,2,2,1,4,1,1,7,3,9,6,2,6,4,6,3,2,2,1,1,3,4,1,1,2,1,3,5,5,2,2,9,4,9,6,6,6,4,2,1,2,4,6,7,3,2,5,3,6,2,6,4,7,3,7,2
4,6,6,8,2,1,4,7,2,2,5,1,5,5,5,6,1,1,5,1,1,4,4,4,10,4,1,1,1,1,1,5,5,2,1,2,2,4,5,1,3,3,1,3,1,7,3,5,2,9,1,2,4,6,5,6,4,2,1,6,1,1,3,2,1,1,1,5,1,2,7,6,5,1,1
NEXT
406,723,794,386,1643,2139,453,1793,586,994,543,1917,1769,1388,19,1446,1099,1837,370,1864,481,1226,71,524,1011,847,975,2038,1559,741,304,772,365,1044,2162,1417,1237,410,878,1043,404,569,567,1224,1744,1875,431,335,137,1993,1089,920,305,1623,649,1044,906,454,380,709,1687,1387,2033,1307,1716,1099,882,1051,623,6,1032,1189,2065,744,372
